"RESULT"
"STATUS","0"
"ERROR_MSG","正常に終了しました。"
"DATE","2022-04-03T17:46:42.319+09:00"
"RESULT_INF"
"TOTAL_NUMBER","324"
"FROM_NUMBER","1"
"TO_NUMBER","324"
"TABLE_INF","0003443838"
"STAT_NAME","00200524","人口推計"
"GOV_ORG","00200","総務省"
"STATISTICS_NAME","人口推計 各月1日現在人口 概算値"
"TITLE","001","概算値 年齢（５歳階級），男女，月別人口－総人口（各月１日現在）-令和２年国勢調査基準-"
"CYCLE","月次"
"SURVEY_DATE","0"
"OPEN_DATE","2022-03-22"
"SMALL_AREA","0"
"COLLECT_AREA","全国"
"MAIN_CATEGORY","02","人口・世帯"
"SUB_CATEGORY","01","人口"
"OVERALL_TOTAL_NUMBER","324"
"UPDATED_DATE","2022-03-22"
"STATISTICS_NAME_SPEC","人口推計","各月1日現在人口","概算値","","",""
"TITLE_SPEC","概算値","年齢（５歳階級），男女，月別人口－総人口（各月１日現在）-令和２年国勢調査基準-","","","",""
"NOTE","***","　"
"NOTE","-","該当数値がないもの　"
"VALUE"
"tab_code","表章項目","cat01_code","人口","cat02_code","男女別","cat03_code","年齢5歳階級","cat04_code","概算値","area_code","全国","time_code","時間軸（年月日現在）","unit","value","annotation"
"001","人口","001","総人口","002","女","01001","0～4歳","01","概算値","00000","全国","2022000303","2022年3月","万人","211",""
"001","人口","001","総人口","002","女","01002","5～9歳","01","概算値","00000","全国","2021001212","2021年12月","万人","245",""
"001","人口","001","総人口","002","女","01002","5～9歳","01","概算値","00000","全国","2022000101","2022年1月","万人","245",""
"001","人口","001","総人口","002","女","01002","5～9歳","01","概算値","00000","全国","2022000202","2022年2月","万人","244",""
"001","人口","001","総人口","002","女","01002","5～9歳","01","概算値","00000","全国","2022000303","2022年3月","万人","244",""
"001","人口","001","総人口","002","女","01003","10～14歳","01","概算値","00000","全国","2021001212","2021年12月","万人","261",""
"001","人口","001","総人口","002","女","01003","10～14歳","01","概算値","00000","全国","2022000101","2022年1月","万人","260",""
"001","人口","001","総人口","002","女","01003","10～14歳","01","概算値","00000","全国","2022000202","2022年2月","万人","260",""
"001","人口","001","総人口","002","女","01003","10～14歳","01","概算値","00000","全国","2022000303","2022年3月","万人","260",""
"001","人口","001","総人口","002","女","01004","15～19歳","01","概算値","00000","全国","2021001212","2021年12月","万人","272",""
"001","人口","001","総人口","002","女","01004","15～19歳","01","概算値","00000","全国","2022000101","2022年1月","万人","273",""
"001","人口","001","総人口","002","女","01004","15～19歳","01","概算値","00000","全国","2022000202","2022年2月","万人","272",""
"001","人口","001","総人口","002","女","01004","15～19歳","01","概算値","00000","全国","2022000303","2022年3月","万人","271",""
"001","人口","001","総人口","002","女","01005","20～24歳","01","概算値","00000","全国","2021001212","2021年12月","万人","306",""
"001","人口","001","総人口","002","女","01005","20～24歳","01","概算値","00000","全国","2022000101","2022年1月","万人","306",""
"001","人口","001","総人口","002","女","01005","20～24歳","01","概算値","00000","全国","2022000202","2022年2月","万人","305",""
"001","人口","001","総人口","002","女","01005","20～24歳","01","概算値","00000","全国","2022000303","2022年3月","万人","305",""
"001","人口","001","総人口","002","女","01006","25～29歳","01","概算値","00000","全国","2021001212","2021年12月","万人","311",""
"001","人口","001","総人口","002","女","01006","25～29歳","01","概算値","00000","全国","2022000101","2022年1月","万人","311",""
"001","人口","001","総人口","002","女","01006","25～29歳","01","概算値","00000","全国","2022000202","2022年2月","万人","311",""
"001","人口","001","総人口","002","女","01006","25～29歳","01","概算値","00000","全国","2022000303","2022年3月","万人","311",""
"001","人口","001","総人口","002","女","01007","30～34歳","01","概算値","00000","全国","2021001212","2021年12月","万人","320",""
"001","人口","001","総人口","002","女","01007","30～34歳","01","概算値","00000","全国","2022000101","2022年1月","万人","319",""
"001","人口","001","総人口","002","女","01007","30～34歳","01","概算値","00000","全国","2022000202","2022年2月","万人","319",""
"001","人口","001","総人口","002","女","01007","30～34歳","01","概算値","00000","全国","2022000303","2022年3月","万人","318",""
"001","人口","001","総人口","002","女","01008","35～39歳","01","概算値","00000","全国","2021001212","2021年12月","万人","361",""
"001","人口","001","総人口","002","女","01008","35～39歳","01","概算値","00000","全国","2022000101","2022年1月","万人","361",""
"001","人口","001","総人口","002","女","01008","35～39歳","01","概算値","00000","全国","2022000202","2022年2月","万人","360",""
"001","人口","001","総人口","002","女","01008","35～39歳","01","概算値","00000","全国","2022000303","2022年3月","万人","359",""
"001","人口","001","総人口","002","女","01009","40～44歳","01","概算値","00000","全国","2021001212","2021年12月","万人","401",""
"001","人口","001","総人口","002","女","01009","40～44歳","01","概算値","00000","全国","2022000101","2022年1月","万人","400",""
"001","人口","001","総人口","002","女","01009","40～44歳","01","概算値","00000","全国","2022000202","2022年2月","万人","399",""
"001","人口","001","総人口","002","女","01009","40～44歳","01","概算値","00000","全国","2022000303","2022年3月","万人","399",""
"001","人口","001","総人口","002","女","01010","45～49歳","01","概算値","00000","全国","2021001212","2021年12月","万人","479",""
"001","人口","001","総人口","002","女","01010","45～49歳","01","概算値","00000","全国","2022000101","2022年1月","万人","478",""
"001","人口","001","総人口","002","女","01010","45～49歳","01","概算値","00000","全国","2022000202","2022年2月","万人","476",""
"001","人口","001","総人口","002","女","01010","45～49歳","01","概算値","00000","全国","2022000303","2022年3月","万人","474",""
"001","人口","001","総人口","002","女","01011","50～54歳","01","概算値","00000","全国","2021001212","2021年12月","万人","464",""
"001","人口","001","総人口","002","女","01011","50～54歳","01","概算値","00000","全国","2022000101","2022年1月","万人","466",""
"001","人口","001","総人口","002","女","01011","50～54歳","01","概算値","00000","全国","2022000202","2022年2月","万人","465",""
"001","人口","001","総人口","002","女","01011","50～54歳","01","概算値","00000","全国","2022000303","2022年3月","万人","464",""
"001","人口","001","総人口","002","女","01012","55～59歳","01","概算値","00000","全国","2021001212","2021年12月","万人","391",""
"001","人口","001","総人口","002","女","01012","55～59歳","01","概算値","00000","全国","2022000101","2022年1月","万人","391",""
"001","人口","001","総人口","002","女","01012","55～59歳","01","概算値","00000","全国","2022000202","2022年2月","万人","392",""
"001","人口","001","総人口","002","女","01012","55～59歳","01","概算値","00000","全国","2022000303","2022年3月","万人","394",""
"001","人口","001","総人口","002","女","01013","60～64歳","01","概算値","00000","全国","2021001212","2021年12月","万人","373",""
"001","人口","001","総人口","002","女","01013","60～64歳","01","概算値","00000","全国","2022000101","2022年1月","万人","374",""
"001","人口","001","総人口","002","女","01013","60～64歳","01","概算値","00000","全国","2022000202","2022年2月","万人","373",""
"001","人口","001","総人口","002","女","01013","60～64歳","01","概算値","00000","全国","2022000303","2022年3月","万人","374",""
"001","人口","001","総人口","002","女","01014","65～69歳","01","概算値","00000","全国","2021001212","2021年12月","万人","402",""
"001","人口","001","総人口","002","女","01014","65～69歳","01","概算値","00000","全国","2022000101","2022年1月","万人","401",""
"001","人口","001","総人口","002","女","01014","65～69歳","01","概算値","00000","全国","2022000202","2022年2月","万人","398",""
"001","人口","001","総人口","002","女","01014","65～69歳","01","概算値","00000","全国","2022000303","2022年3月","万人","396",""
"001","人口","001","総人口","002","女","01015","70～74歳","01","概算値","00000","全国","2021001212","2021年12月","万人","509",""
"001","人口","001","総人口","002","女","01015","70～74歳","01","概算値","00000","全国","2022000101","2022年1月","万人","509",""
"001","人口","001","総人口","002","女","01015","70～74歳","01","概算値","00000","全国","2022000202","2022年2月","万人","507",""
"001","人口","001","総人口","002","女","01015","70～74歳","01","概算値","00000","全国","2022000303","2022年3月","万人","506",""
"001","人口","001","総人口","002","女","01016","75～79歳","01","概算値","00000","全国","2021001212","2021年12月","万人","373",""
"001","人口","001","総人口","002","女","01016","75～79歳","01","概算値","00000","全国","2022000101","2022年1月","万人","372",""
"001","人口","001","総人口","002","女","01016","75～79歳","01","概算値","00000","全国","2022000202","2022年2月","万人","373",""
"001","人口","001","総人口","002","女","01016","75～79歳","01","概算値","00000","全国","2022000303","2022年3月","万人","374",""
"001","人口","001","総人口","002","女","01017","80～84歳","01","概算値","00000","全国","2021001212","2021年12月","万人","328",""
"001","人口","001","総人口","002","女","01017","80～84歳","01","概算値","00000","全国","2022000101","2022年1月","万人","329",""
"001","人口","001","総人口","002","女","01017","80～84歳","01","概算値","00000","全国","2022000202","2022年2月","万人","331",""
"001","人口","001","総人口","002","女","01017","80～84歳","01","概算値","00000","全国","2022000303","2022年3月","万人","331",""
"001","人口","001","総人口","002","女","01018","85～89歳","01","概算値","00000","全国","2021001212","2021年12月","万人","249",""
"001","人口","001","総人口","002","女","01018","85～89歳","01","概算値","00000","全国","2022000101","2022年1月","万人","249",""
"001","人口","001","総人口","002","女","01018","85～89歳","01","概算値","00000","全国","2022000202","2022年2月","万人","250",""
"001","人口","001","総人口","002","女","01018","85～89歳","01","概算値","00000","全国","2022000303","2022年3月","万人","251",""
"001","人口","001","総人口","002","女","01019","90～94歳","01","概算値","00000","全国","2021001212","2021年12月","万人","138",""
"001","人口","001","総人口","002","女","01019","90～94歳","01","概算値","00000","全国","2022000101","2022年1月","万人","138",""
"001","人口","001","総人口","002","女","01019","90～94歳","01","概算値","00000","全国","2022000202","2022年2月","万人","139",""
"001","人口","001","総人口","002","女","01019","90～94歳","01","概算値","00000","全国","2022000303","2022年3月","万人","140",""
"001","人口","001","総人口","002","女","01020","95～99歳","01","概算値","00000","全国","2021001212","2021年12月","万人","44",""
"001","人口","001","総人口","002","女","01020","95～99歳","01","概算値","00000","全国","2022000101","2022年1月","万人","44",""
"001","人口","001","総人口","002","女","01020","95～99歳","01","概算値","00000","全国","2022000202","2022年2月","万人","45",""
"001","人口","001","総人口","002","女","01020","95～99歳","01","概算値","00000","全国","2022000303","2022年3月","万人","45",""
"001","人口","001","総人口","002","女","01021","100歳以上","01","概算値","00000","全国","2021001212","2021年12月","万人","8",""
"001","人口","001","総人口","002","女","01021","100歳以上","01","概算値","00000","全国","2022000101","2022年1月","万人","8",""
"001","人口","001","総人口","002","女","01021","100歳以上","01","概算値","00000","全国","2022000202","2022年2月","万人","8",""
"001","人口","001","総人口","002","女","01021","100歳以上","01","概算値","00000","全国","2022000303","2022年3月","万人","8",""
"001","人口","001","総人口","002","女","02000","（再掲）15歳未満","01","概算値","00000","全国","2021001212","2021年12月","万人","719",""
"001","人口","001","総人口","002","女","02000","（再掲）15歳未満","01","概算値","00000","全国","2022000101","2022年1月","万人","718",""
"001","人口","001","総人口","002","女","02000","（再掲）15歳未満","01","概算値","00000","全国","2022000202","2022年2月","万人","717",""
"001","人口","001","総人口","002","女","02000","（再掲）15歳未満","01","概算値","00000","全国","2022000303","2022年3月","万人","715",""
"001","人口","001","総人口","002","女","01023","（再掲）15～64歳","01","概算値","00000","全国","2021001212","2021年12月","万人","3678",""
"001","人口","001","総人口","002","女","01023","（再掲）15～64歳","01","概算値","00000","全国","2022000101","2022年1月","万人","3677",""
"001","人口","001","総人口","002","女","01023","（再掲）15～64歳","01","概算値","00000","全国","2022000202","2022年2月","万人","3673",""
"001","人口","001","総人口","002","女","01023","（再掲）15～64歳","01","概算値","00000","全国","2022000303","2022年3月","万人","3669",""
"001","人口","001","総人口","002","女","01024","（再掲）65歳以上","01","概算値","00000","全国","2021001212","2021年12月","万人","2051",""
"001","人口","001","総人口","002","女","01024","（再掲）65歳以上","01","概算値","00000","全国","2022000101","2022年1月","万人","2050",""
"001","人口","001","総人口","002","女","01024","（再掲）65歳以上","01","概算値","00000","全国","2022000202","2022年2月","万人","2051",""
"001","人口","001","総人口","002","女","01024","（再掲）65歳以上","01","概算値","00000","全国","2022000303","2022年3月","万人","2052",""
"001","人口","001","総人口","002","女","01026","（再掲）うち75歳以上","01","概算値","00000","全国","2021001212","2021年12月","万人","1140",""
"001","人口","001","総人口","002","女","01026","（再掲）うち75歳以上","01","概算値","00000","全国","2022000101","2022年1月","万人","1140",""
"001","人口","001","総人口","002","女","01026","（再掲）うち75歳以上","01","概算値","00000","全国","2022000202","2022年2月","万人","1146",""
"001","人口","001","総人口","002","女","01026","（再掲）うち75歳以上","01","概算値","00000","全国","2022000303","2022年3月","万人","1149",""
"001","人口","001","総人口","002","女","01027","（再掲）うち85歳以上","01","概算値","00000","全国","2021001212","2021年12月","万人","439",""
"001","人口","001","総人口","002","女","01027","（再掲）うち85歳以上","01","概算値","00000","全国","2022000101","2022年1月","万人","438",""
"001","人口","001","総人口","002","女","01027","（再掲）うち85歳以上","01","概算値","00000","全国","2022000202","2022年2月","万人","442",""
"001","人口","001","総人口","002","女","01027","（再掲）うち85歳以上","01","概算値","00000","全国","2022000303","2022年3月","万人","444",""
